vid,nid,delta,field_event_start_date_value,field_event_start_date_value2,field_event_start_date_rrule
20973,11426,0,2015-05-09T17:00:00,2015-05-09T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20973,11426,1,2015-05-16T17:00:00,2015-05-16T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20973,11426,2,2015-05-23T17:00:00,2015-05-23T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20973,11426,3,2015-05-30T17:00:00,2015-05-30T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20973,11426,4,2015-06-06T17:00:00,2015-06-06T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20973,11426,5,2015-06-13T17:00:00,2015-06-13T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20973,11426,6,2015-06-20T17:00:00,2015-06-20T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20973,11426,7,2015-06-27T17:00:00,2015-06-27T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20973,11426,8,2015-07-04T17:00:00,2015-07-04T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20973,11426,9,2015-07-11T17:00:00,2015-07-11T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20973,11426,10,2015-07-18T17:00:00,2015-07-18T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150720T065959Z;WKST=SU
20997,10842,0,2014-12-13T23:00:00,2014-12-14T23:00:00,NULL
20998,9370,0,2015-08-06T17:00:00,2015-08-08T17:00:00,NULL
20999,9370,0,2015-08-06T17:00:00,2015-08-08T17:00:00,NULL
21000,9678,0,2014-07-25T23:00:00,2014-07-25T23:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20140728T065959Z;WKST=SU
21000,9678,1,2014-07-26T23:00:00,2014-07-26T23:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20140728T065959Z;WKST=SU
21000,9678,2,2014-07-27T23:00:00,2014-07-27T23:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20140728T065959Z;WKST=SU
21001,10046,0,2014-07-12T17:00:00,2014-07-14T00:00:00,NULL
21002,10547,0,2015-06-21T19:30:00,2015-06-21T21:30:00,NULL
21003,10456,0,2014-09-27T18:00:00,2014-09-28T06:00:00,NULL
21004,9366,0,2014-08-08T16:00:00,2014-08-08T16:00:00,NULL
21005,9366,0,2014-08-08T16:00:00,2014-08-08T16:00:00,NULL
21006,9366,0,2015-08-08T16:00:00,2015-08-08T16:00:00,NULL
21015,11680,0,2015-07-12T20:00:00,2015-07-12T21:00:00,NULL
21016,11686,0,2015-07-20T01:00:00,2015-07-20T01:00:00,NULL
21017,11696,0,2015-07-05T05:00:00,2015-07-05T05:00:00,NULL
21018,11696,0,2015-07-05T05:00:00,2015-07-05T05:00:00,NULL
21020,11698,0,2015-07-03T19:00:00,2015-07-05T01:00:00,NULL
21021,11699,0,2015-07-03T22:00:00,2015-07-05T05:00:00,NULL
21022,11700,0,2015-07-04T17:00:00,2015-07-05T01:00:00,NULL
21023,11700,0,2015-07-04T17:00:00,2015-07-05T01:00:00,NULL
21024,11701,0,2015-07-12T05:00:00,2015-07-12T05:00:00,NULL
21025,11702,0,2015-07-04T16:00:00,2015-07-04T16:00:00,NULL
21030,11706,0,2015-07-15T01:30:00,2015-07-15T03:00:00,NULL
21031,11707,1,2015-07-05T01:30:00,2015-07-05T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,2,2015-07-12T01:30:00,2015-07-12T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,3,2015-07-19T01:30:00,2015-07-19T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,4,2015-07-26T01:30:00,2015-07-26T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,5,2015-08-02T01:30:00,2015-08-02T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,6,2015-08-09T01:30:00,2015-08-09T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,7,2015-08-16T01:30:00,2015-08-16T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,8,2015-08-23T01:30:00,2015-08-23T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,9,2015-08-30T01:30:00,2015-08-30T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,10,2015-09-06T01:30:00,2015-09-06T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,11,2015-09-13T01:30:00,2015-09-13T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21031,11707,0,2015-06-28T01:30:00,2015-06-28T04:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21032,11708,0,2015-08-08T17:00:00,2015-08-09T00:00:00,NULL
21033,11708,0,2015-08-08T17:00:00,2015-08-09T00:00:00,NULL
21034,11709,0,2015-07-17T01:30:00,2015-07-17T05:00:00,NULL
21035,11709,0,2015-07-17T01:30:00,2015-07-17T05:00:00,NULL
21036,11710,0,2015-07-01T01:00:00,2015-07-01T02:30:00,NULL
21037,11711,0,2015-06-26T23:00:00,2015-06-27T06:59:00,NULL
21038,11712,0,2015-07-16T23:00:00,2015-07-17T06:00:00,NULL
21039,11713,0,2015-06-27T23:00:00,2015-06-28T06:59:00,NULL
21040,11706,0,2015-07-15T01:30:00,2015-07-15T03:00:00,NULL
21041,11680,0,2015-07-12T22:00:00,2015-07-12T23:00:00,NULL
21044,11542,0,2015-07-11T19:00:00,2015-07-12T00:00:00,NULL
21055,11715,0,2015-07-12T20:00:00,2015-07-12T21:30:00,NULL
21056,11716,0,2015-08-21T23:00:00,2015-08-21T23:00:00,NULL
21057,11717,0,2015-08-21T19:00:00,2015-09-07T19:00:00,NULL
21058,11718,0,2015-08-28T19:00:00,2015-09-07T19:00:00,NULL
21059,11719,0,2015-09-06T21:00:00,2015-09-06T21:00:00,NULL
21060,11720,9,2015-09-06T17:00:00,2015-09-06T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21060,11720,10,2015-09-07T17:00:00,2015-09-07T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21060,11720,0,2015-08-28T17:00:00,2015-08-28T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21060,11720,1,2015-08-29T17:00:00,2015-08-29T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21060,11720,2,2015-08-30T17:00:00,2015-08-30T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21060,11720,3,2015-08-31T17:00:00,2015-08-31T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21060,11720,7,2015-09-04T17:00:00,2015-09-04T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21060,11720,4,2015-09-01T17:00:00,2015-09-01T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21060,11720,5,2015-09-02T17:00:00,2015-09-02T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21060,11720,6,2015-09-03T17:00:00,2015-09-03T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21060,11720,8,2015-09-05T17:00:00,2015-09-05T17:00:00,RRULE:FREQ=DAILY;INTERVAL=1;UNTIL=20150908T065959Z;WKST=SU
21061,11721,0,2015-09-20T22:00:00,2015-09-21T01:00:00,NULL
21062,11721,0,2015-09-20T22:00:00,2015-09-21T01:00:00,NULL
21063,11721,0,2015-09-20T22:00:00,2015-09-21T01:00:00,NULL
21064,11722,9,2015-09-04T22:00:00,2015-09-04T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150905T065959Z;WKST=SU
21064,11722,8,2015-08-28T22:00:00,2015-08-28T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150905T065959Z;WKST=SU
21064,11722,7,2015-08-21T22:00:00,2015-08-21T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150905T065959Z;WKST=SU
21064,11722,6,2015-08-14T22:00:00,2015-08-14T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150905T065959Z;WKST=SU
21064,11722,5,2015-08-07T22:00:00,2015-08-07T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150905T065959Z;WKST=SU
21064,11722,4,2015-07-31T22:00:00,2015-07-31T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150905T065959Z;WKST=SU
21064,11722,3,2015-07-24T22:00:00,2015-07-24T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150905T065959Z;WKST=SU
21064,11722,2,2015-07-17T22:00:00,2015-07-17T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150905T065959Z;WKST=SU
21064,11722,1,2015-07-10T22:00:00,2015-07-10T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150905T065959Z;WKST=SU
21064,11722,0,2015-07-03T22:00:00,2015-07-03T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150905T065959Z;WKST=SU
21065,11723,0,2015-07-08T18:00:00,2015-07-08T18:00:00,NULL
21066,11724,0,2015-07-08T22:00:00,2015-07-08T22:00:00,NULL
21067,11725,0,2015-07-10T02:00:00,2015-07-10T02:00:00,NULL
21068,11726,0,2015-07-10T01:30:00,2015-07-10T01:30:00,NULL
21069,11726,0,2015-07-10T01:30:00,2015-07-10T01:30:00,NULL
21070,11727,0,2015-07-10T21:00:00,2015-07-10T21:00:00,NULL
21071,11728,3,2015-08-29T20:00:00,2015-08-29T20:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150830T065959Z;WKST=SU
EXDATE:20150718T070000Z,20150801T070000Z,20150815T070000Z,20150822T070000Z"
21071,11728,2,2015-08-08T20:00:00,2015-08-08T20:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150830T065959Z;WKST=SU
EXDATE:20150718T070000Z,20150801T070000Z,20150815T070000Z,20150822T070000Z"
21071,11728,1,2015-07-25T20:00:00,2015-07-25T20:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150830T065959Z;WKST=SU
EXDATE:20150718T070000Z,20150801T070000Z,20150815T070000Z,20150822T070000Z"
21071,11728,0,2015-07-11T20:00:00,2015-07-11T20:00:00,"RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150830T065959Z;WKST=SU
EXDATE:20150718T070000Z,20150801T070000Z,20150815T070000Z,20150822T070000Z"
21072,11729,0,2015-07-14T21:00:00,2015-07-14T21:00:00,NULL
21073,11730,0,2015-07-15T02:00:00,2015-07-15T02:00:00,NULL
21074,11731,0,2015-07-15T22:00:00,2015-07-15T22:00:00,NULL
21075,11731,0,2015-07-15T22:00:00,2015-07-15T22:00:00,NULL
21076,11732,0,2015-07-15T18:00:00,2015-07-15T18:00:00,NULL
21077,11732,0,2015-07-15T18:00:00,2015-07-15T18:00:00,NULL
21078,11733,0,2015-07-16T22:00:00,2015-07-16T22:00:00,NULL
21079,11734,0,2015-07-17T21:00:00,2015-07-17T21:00:00,NULL
21080,11735,0,2015-07-21T21:00:00,2015-07-21T21:00:00,NULL
21081,11736,0,2015-07-23T21:00:00,2015-07-23T21:00:00,NULL
21082,11737,0,2015-07-23T02:00:00,2015-07-23T02:00:00,NULL
21083,11738,0,2015-07-21T23:00:00,2015-07-21T23:00:00,NULL
21084,11739,0,2015-07-22T22:00:00,2015-07-22T22:00:00,NULL
21085,11740,0,2015-07-24T01:30:00,2015-07-24T01:30:00,NULL
21086,11741,0,2015-07-24T21:00:00,2015-07-24T21:00:00,NULL
21087,11742,0,2015-07-28T21:00:00,2015-07-28T21:00:00,NULL
21088,11743,0,2015-07-29T18:00:00,2015-07-29T18:00:00,NULL
21089,11744,0,2015-07-29T22:00:00,2015-07-29T22:00:00,NULL
21090,11745,0,2015-07-31T01:30:00,2015-07-31T01:30:00,NULL
21091,11746,0,2015-07-31T21:00:00,2015-07-31T21:00:00,NULL
21092,11747,0,2015-10-11T00:00:00,2015-10-11T03:00:00,NULL
21093,11748,0,2015-08-04T21:00:00,2015-08-04T21:00:00,NULL
21094,11749,0,2015-08-05T02:00:00,2015-08-05T02:00:00,NULL
21095,11750,0,2015-08-05T22:00:00,2015-08-05T22:00:00,NULL
21096,11751,0,2015-08-15T18:45:00,2015-08-15T23:30:00,NULL
21097,11752,0,2015-08-07T01:30:00,2015-08-07T01:30:00,NULL
21098,11753,0,2015-08-07T02:00:00,2015-08-07T02:00:00,NULL
21099,11754,0,2015-10-03T16:00:00,2015-10-03T23:00:00,NULL
21105,11759,0,2015-08-07T21:00:00,2015-08-07T21:00:00,NULL
21106,11760,0,2015-08-12T22:00:00,2015-08-12T22:00:00,NULL
21107,11761,0,2015-08-14T21:00:00,2015-08-14T21:00:00,NULL
21108,11762,0,2015-08-18T23:00:00,2015-08-18T23:00:00,NULL
21109,11763,0,2015-08-19T19:00:00,2015-08-19T19:00:00,NULL
21110,11764,0,2015-08-19T22:00:00,2015-08-19T22:00:00,NULL
21111,11765,0,2015-08-22T21:30:00,2015-08-22T21:30:00,NULL
21112,11766,0,2015-08-26T22:00:00,2015-08-26T22:00:00,NULL
21113,11767,0,2015-08-28T21:00:00,2015-08-28T21:00:00,NULL
21114,11768,0,2015-09-02T02:00:00,2015-09-02T02:00:00,NULL
21115,11769,0,2015-07-09T01:30:00,2015-07-09T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150827T065959Z;WKST=SU
21115,11769,1,2015-07-16T01:30:00,2015-07-16T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150827T065959Z;WKST=SU
21115,11769,2,2015-07-23T01:30:00,2015-07-23T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150827T065959Z;WKST=SU
21115,11769,3,2015-07-30T01:30:00,2015-07-30T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150827T065959Z;WKST=SU
21115,11769,4,2015-08-06T01:30:00,2015-08-06T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150827T065959Z;WKST=SU
21115,11769,5,2015-08-13T01:30:00,2015-08-13T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150827T065959Z;WKST=SU
21115,11769,6,2015-08-20T01:30:00,2015-08-20T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150827T065959Z;WKST=SU
21115,11769,7,2015-08-27T01:30:00,2015-08-27T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150827T065959Z;WKST=SU
21116,11770,0,2015-07-10T04:30:00,2015-07-10T04:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150731T065959Z;WKST=SU
21116,11770,1,2015-07-17T04:30:00,2015-07-17T04:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150731T065959Z;WKST=SU
21116,11770,2,2015-07-24T04:30:00,2015-07-24T04:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150731T065959Z;WKST=SU
21116,11770,3,2015-07-31T04:30:00,2015-07-31T04:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150731T065959Z;WKST=SU
21117,11771,0,2015-08-07T03:30:00,2015-08-07T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
21117,11771,1,2015-08-14T03:30:00,2015-08-14T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
21117,11771,2,2015-08-21T03:30:00,2015-08-21T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
21117,11771,3,2015-08-28T03:30:00,2015-08-28T03:30:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150828T065959Z;WKST=SU
21118,11772,0,2015-07-11T17:00:00,2015-07-11T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21118,11772,1,2015-07-18T17:00:00,2015-07-18T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21118,11772,2,2015-07-25T17:00:00,2015-07-25T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21118,11772,3,2015-08-01T17:00:00,2015-08-01T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21118,11772,4,2015-08-08T17:00:00,2015-08-08T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21118,11772,5,2015-08-15T17:00:00,2015-08-15T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21118,11772,6,2015-08-22T17:00:00,2015-08-22T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21118,11772,7,2015-08-29T17:00:00,2015-08-29T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21118,11772,8,2015-09-05T17:00:00,2015-09-05T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21118,11772,9,2015-09-12T17:00:00,2015-09-12T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150913T065959Z;WKST=SU
21119,11773,0,2015-07-14T17:00:00,2015-07-14T17:00:00,NULL
21120,11773,6,2015-08-25T17:00:00,2015-08-25T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21120,11773,0,2015-07-14T17:00:00,2015-07-14T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21120,11773,1,2015-07-21T17:00:00,2015-07-21T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21120,11773,2,2015-07-28T17:00:00,2015-07-28T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21120,11773,3,2015-08-04T17:00:00,2015-08-04T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21120,11773,4,2015-08-11T17:00:00,2015-08-11T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21120,11773,5,2015-08-18T17:00:00,2015-08-18T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21120,11773,7,2015-09-01T17:00:00,2015-09-01T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21120,11773,8,2015-09-08T17:00:00,2015-09-08T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21120,11773,9,2015-09-15T17:00:00,2015-09-15T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21120,11773,10,2015-09-22T17:00:00,2015-09-22T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150923T065959Z;WKST=SU
21124,11775,0,2015-08-08T18:00:00,2015-08-08T20:00:00,NULL
21125,11772,0,2015-07-11T17:00:00,2015-07-11T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,1,2015-07-18T17:00:00,2015-07-18T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,2,2015-07-25T17:00:00,2015-07-25T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,3,2015-08-01T17:00:00,2015-08-01T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,4,2015-08-08T17:00:00,2015-08-08T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,5,2015-08-15T17:00:00,2015-08-15T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,6,2015-08-22T17:00:00,2015-08-22T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,7,2015-08-29T17:00:00,2015-08-29T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,8,2015-09-05T17:00:00,2015-09-05T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,9,2015-09-12T17:00:00,2015-09-12T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,10,2015-09-19T17:00:00,2015-09-19T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21125,11772,11,2015-09-26T17:00:00,2015-09-26T17:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20150927T065959Z;WKST=SU
21126,11776,0,2015-07-26T00:00:00,2015-07-26T19:00:00,NULL
21127,11776,0,2015-07-26T00:00:00,2015-07-26T19:00:00,NULL
21128,11776,0,2015-07-26T00:00:00,2015-07-26T19:00:00,NULL
21129,11777,0,2015-07-11T16:00:00,2015-07-11T22:00:00,NULL
21130,11777,0,2015-07-11T16:00:00,2015-07-11T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,1,2015-07-18T16:00:00,2015-07-18T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,2,2015-07-25T16:00:00,2015-07-25T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,3,2015-08-01T16:00:00,2015-08-01T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,4,2015-08-08T16:00:00,2015-08-08T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,5,2015-08-15T16:00:00,2015-08-15T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,6,2015-08-22T16:00:00,2015-08-22T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,7,2015-08-29T16:00:00,2015-08-29T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,8,2015-09-05T16:00:00,2015-09-05T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,9,2015-09-12T16:00:00,2015-09-12T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,10,2015-09-19T16:00:00,2015-09-19T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,11,2015-09-26T16:00:00,2015-09-26T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,12,2015-10-03T16:00:00,2015-10-03T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,13,2015-10-10T16:00:00,2015-10-10T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,14,2015-10-17T16:00:00,2015-10-17T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21130,11777,15,2015-10-24T16:00:00,2015-10-24T22:00:00,RRULE:FREQ=WEEKLY;INTERVAL=1;UNTIL=20151025T065959Z;WKST=SU
21131,11778,0,2015-08-14T23:00:00,2015-08-15T06:59:00,NULL
21132,11779,0,2015-08-08T23:00:00,2015-08-09T06:59:00,NULL
21133,11780,0,2015-08-29T23:00:00,2015-08-30T06:59:00,NULL
21134,11781,0,2015-08-21T23:00:00,2015-08-22T06:59:00,NULL
21135,11782,0,2015-07-17T23:00:00,2015-07-18T06:59:00,NULL
21136,11783,0,2015-07-25T02:00:00,2015-07-25T06:30:00,NULL
21137,11783,0,2015-07-25T02:00:00,2015-07-25T06:30:00,NULL
21138,11784,0,2015-07-24T00:30:00,2015-07-24T02:00:00,NULL
21139,11785,0,2015-07-24T00:30:00,2015-07-24T03:00:00,NULL
21140,11786,0,2015-07-19T21:00:00,2015-07-19T22:00:00,NULL
21141,11786,0,2015-07-19T21:00:00,2015-07-19T22:00:00,NULL
21143,11501,0,2015-06-13T01:00:00,2015-06-13T03:00:00,RRULE:FREQ=MONTHLY;INTERVAL=1;BYDAY=+2FR;UNTIL=20151010T065959Z;WKST=SU
21143,11501,1,2015-07-11T01:00:00,2015-07-11T03:00:00,RRULE:FREQ=MONTHLY;INTERVAL=1;BYDAY=+2FR;UNTIL=20151010T065959Z;WKST=SU
21143,11501,2,2015-08-15T01:00:00,2015-08-15T03:00:00,RRULE:FREQ=MONTHLY;INTERVAL=1;BYDAY=+2FR;UNTIL=20151010T065959Z;WKST=SU
21143,11501,3,2015-09-12T01:00:00,2015-09-12T03:00:00,RRULE:FREQ=MONTHLY;INTERVAL=1;BYDAY=+2FR;UNTIL=20151010T065959Z;WKST=SU
21143,11501,4,2015-10-10T01:00:00,2015-10-10T03:00:00,RRULE:FREQ=MONTHLY;INTERVAL=1;BYDAY=+2FR;UNTIL=20151010T065959Z;WKST=SU
